,MSTATUS,TRAVTIME,TIF,CAR_TYPE,REVOKED,MVR_PTS,CAR_AGE,URBANICITY,CLM_COUNT,EXPOSURE
5232,Yes,32,10,SUV,No,0,8.0,Highly Urban/ Urban,0,0.171
5233,Yes,41,11,Minivan,No,0,9.0,Highly Rural/ Rural,0,1.0
5234,No,46,4,Van,No,2,15.0,Highly Urban/ Urban,4,0.255
5235,Yes,5,1,Sports Car,No,3,11.0,Highly Urban/ Urban,0,1.0
5236,No,41,5,SUV,No,0,11.0,Highly Urban/ Urban,0,1.0
5237,No,49,4,SUV,No,0,8.0,Highly Urban/ Urban,4,0.408
5238,Yes,12,7,Pickup,No,0,,Highly Urban/ Urban,0,1.0
5239,Yes,7,1,Minivan,No,2,,Highly Urban/ Urban,0,1.0
5240,No,35,11,SUV,No,5,12.0,Highly Urban/ Urban,4,0.192
5241,Yes,48,1,Pickup,No,1,1.0,Highly Urban/ Urban,0,1.0
5242,Yes,19,6,Panel Truck,Yes,5,1.0,Highly Rural/ Rural,2,0.093
5243,No,29,1,Minivan,No,1,5.0,Highly Urban/ Urban,0,0.339
5244,No,27,1,SUV,No,1,17.0,Highly Urban/ Urban,0,1.0
5245,No,59,1,Pickup,Yes,7,1.0,Highly Rural/ Rural,0,1.0
5246,No,25,6,Panel Truck,Yes,0,7.0,Highly Urban/ Urban,1,0.975
5247,No,25,1,Van,No,4,1.0,Highly Urban/ Urban,0,1.0
5248,Yes,41,4,SUV,No,1,1.0,Highly Urban/ Urban,0,0.237
5249,Yes,38,3,Minivan,No,4,13.0,Highly Urban/ Urban,0,1.0
5250,Yes,35,10,Pickup,No,0,9.0,Highly Urban/ Urban,3,1.0
5251,No,36,6,Pickup,No,4,11.0,Highly Urban/ Urban,2,1.0
5252,Yes,5,1,Pickup,No,0,1.0,Highly Rural/ Rural,0,0.855
5253,Yes,19,1,Minivan,No,1,15.0,Highly Urban/ Urban,0,1.0
5254,Yes,28,1,Sports Car,No,0,22.0,Highly Urban/ Urban,0,1.0
5255,Yes,28,4,Minivan,No,2,,Highly Urban/ Urban,0,1.0
5256,No,18,4,SUV,No,0,8.0,Highly Rural/ Rural,0,1.0
5257,Yes,41,13,Panel Truck,No,2,5.0,Highly Urban/ Urban,0,1.0
5258,Yes,5,14,Panel Truck,No,0,13.0,Highly Urban/ Urban,0,1.0
5259,No,25,7,SUV,No,1,5.0,Highly Urban/ Urban,0,1.0
5260,Yes,35,6,Minivan,No,0,11.0,Highly Urban/ Urban,0,1.0
5261,Yes,22,6,Minivan,No,0,19.0,Highly Urban/ Urban,0,1.0
5262,Yes,31,11,SUV,No,0,8.0,Highly Urban/ Urban,0,1.0
5263,No,18,4,Sports Car,No,0,1.0,Highly Rural/ Rural,0,1.0
5264,No,38,5,Sports Car,No,0,1.0,Highly Urban/ Urban,2,1.0
5265,Yes,25,10,SUV,No,0,,Highly Rural/ Rural,0,1.0
5266,No,40,1,Panel Truck,No,0,11.0,Highly Urban/ Urban,1,0.642
5267,Yes,5,1,Minivan,No,2,1.0,Highly Urban/ Urban,4,0.87
5268,Yes,39,7,Van,No,0,8.0,Highly Urban/ Urban,0,1.0
5269,Yes,31,6,Panel Truck,No,0,15.0,Highly Urban/ Urban,4,1.0
5270,No,43,16,Sports Car,No,1,11.0,Highly Rural/ Rural,0,1.0
5271,Yes,33,4,Minivan,No,5,13.0,Highly Urban/ Urban,0,0.687
5272,Yes,19,4,Sports Car,No,0,1.0,Highly Rural/ Rural,0,1.0
5273,No,47,10,SUV,No,3,14.0,Highly Urban/ Urban,0,0.423
5274,No,43,5,Van,No,4,9.0,Highly Urban/ Urban,0,1.0
5275,No,52,1,Pickup,Yes,1,1.0,Highly Urban/ Urban,5,1.0
5276,Yes,44,3,Minivan,No,1,10.0,Highly Urban/ Urban,0,1.0
5277,Yes,29,6,Van,No,0,22.0,Highly Urban/ Urban,0,1.0
5278,Yes,55,4,SUV,No,0,10.0,Highly Rural/ Rural,0,1.0
5279,No,36,4,Pickup,No,0,1.0,Highly Urban/ Urban,0,1.0
5280,No,60,4,SUV,No,5,3.0,Highly Urban/ Urban,3,1.0
5281,No,53,3,Minivan,No,0,13.0,Highly Urban/ Urban,0,1.0
5282,Yes,12,1,Minivan,No,6,1.0,Highly Urban/ Urban,0,0.627
5283,No,34,6,Minivan,No,0,5.0,Highly Urban/ Urban,0,1.0
5284,Yes,23,9,SUV,No,0,1.0,Highly Urban/ Urban,0,1.0
5285,Yes,46,1,SUV,No,0,1.0,Highly Rural/ Rural,0,1.0
5286,Yes,73,5,Pickup,No,0,1.0,Highly Urban/ Urban,0,1.0
5287,No,43,1,Panel Truck,No,5,10.0,Highly Urban/ Urban,0,1.0
5288,No,5,4,Van,Yes,6,,Highly Urban/ Urban,0,0.759
5289,Yes,70,4,Minivan,No,3,5.0,Highly Urban/ Urban,0,1.0
5290,Yes,47,6,SUV,No,0,14.0,Highly Urban/ Urban,0,1.0
5291,Yes,30,10,Sports Car,No,1,,Highly Rural/ Rural,0,0.801
5292,Yes,47,3,Van,No,0,18.0,Highly Urban/ Urban,4,1.0
5293,No,17,1,SUV,No,0,6.0,Highly Urban/ Urban,0,0.795
5294,Yes,29,6,Minivan,No,5,9.0,Highly Urban/ Urban,0,0.561
5295,Yes,11,1,Sports Car,No,0,1.0,Highly Urban/ Urban,0,1.0
5296,No,48,1,Pickup,Yes,5,1.0,Highly Urban/ Urban,2,1.0
5297,Yes,48,4,Pickup,Yes,0,8.0,Highly Urban/ Urban,0,0.21
5298,No,52,1,SUV,No,0,1.0,Highly Rural/ Rural,0,1.0
5299,Yes,55,10,Pickup,No,1,13.0,Highly Urban/ Urban,0,1.0
5300,Yes,29,1,SUV,No,9,,Highly Rural/ Rural,6,1.0
5301,Yes,11,1,Sports Car,No,1,19.0,Highly Urban/ Urban,0,0.471
5302,No,22,4,Pickup,Yes,1,,Highly Urban/ Urban,6,0.741
5303,No,24,13,Van,No,4,17.0,Highly Urban/ Urban,2,0.927
5304,Yes,32,1,Van,Yes,3,1.0,Highly Urban/ Urban,5,1.0
5305,Yes,47,10,Pickup,No,3,13.0,Highly Urban/ Urban,3,0.81
5306,No,36,4,Minivan,Yes,5,10.0,Highly Urban/ Urban,0,1.0
5307,Yes,37,12,Van,No,0,11.0,Highly Rural/ Rural,0,1.0
5308,No,30,10,SUV,No,4,9.0,Highly Urban/ Urban,0,0.942
5309,Yes,20,7,Minivan,No,2,1.0,Highly Urban/ Urban,4,1.0
5310,No,29,7,Van,No,7,1.0,Highly Urban/ Urban,0,1.0
5311,No,12,7,SUV,Yes,0,5.0,Highly Urban/ Urban,0,1.0
5312,No,36,6,Pickup,No,0,9.0,Highly Rural/ Rural,0,1.0
5313,Yes,17,1,Pickup,Yes,1,9.0,Highly Urban/ Urban,0,1.0
5314,Yes,65,3,Van,Yes,2,10.0,Highly Urban/ Urban,0,1.0
5315,No,23,6,Minivan,Yes,1,15.0,Highly Urban/ Urban,0,1.0
5316,Yes,74,4,Minivan,No,2,6.0,Highly Rural/ Rural,0,1.0
5317,Yes,52,3,Pickup,Yes,2,6.0,Highly Urban/ Urban,4,1.0
5318,No,39,1,Minivan,No,3,17.0,Highly Urban/ Urban,2,0.528
5319,Yes,42,10,Minivan,No,4,23.0,Highly Urban/ Urban,0,1.0
5320,No,28,6,SUV,No,2,19.0,Highly Urban/ Urban,0,1.0
5321,No,54,3,Minivan,No,2,14.0,Highly Urban/ Urban,6,0.36
5322,Yes,33,7,SUV,No,3,1.0,Highly Urban/ Urban,0,1.0
5323,No,37,4,SUV,No,0,12.0,Highly Urban/ Urban,0,1.0
5324,Yes,22,1,Minivan,No,2,17.0,Highly Rural/ Rural,0,1.0
5325,No,28,1,Van,No,0,12.0,Highly Urban/ Urban,0,1.0
5326,Yes,30,1,Minivan,No,0,15.0,Highly Urban/ Urban,0,1.0
5327,Yes,85,1,Van,No,0,9.0,Highly Rural/ Rural,0,1.0
5328,Yes,50,1,Sports Car,No,2,20.0,Highly Rural/ Rural,0,1.0
5329,Yes,48,1,Minivan,No,5,10.0,Highly Urban/ Urban,0,1.0
5330,Yes,64,1,Van,No,4,15.0,Highly Urban/ Urban,0,1.0
5331,Yes,26,9,Minivan,Yes,2,12.0,Highly Urban/ Urban,0,1.0
5332,Yes,47,6,Panel Truck,No,0,8.0,Highly Urban/ Urban,0,1.0
5333,Yes,31,5,Minivan,No,1,8.0,Highly Urban/ Urban,1,0.759
5334,No,40,1,Pickup,No,7,7.0,Highly Urban/ Urban,6,1.0
5335,No,19,7,Panel Truck,No,2,17.0,Highly Urban/ Urban,0,1.0
5336,No,6,6,SUV,Yes,5,12.0,Highly Urban/ Urban,4,0.702
5337,Yes,27,1,SUV,No,4,6.0,Highly Urban/ Urban,0,1.0
5338,Yes,45,9,Pickup,No,2,9.0,Highly Urban/ Urban,0,1.0
5339,No,28,4,Sports Car,Yes,3,10.0,Highly Urban/ Urban,3,0.714
5340,Yes,38,6,SUV,Yes,4,6.0,Highly Rural/ Rural,0,0.57
5341,No,22,6,Van,Yes,3,13.0,Highly Urban/ Urban,0,1.0
5342,Yes,49,6,Sports Car,No,0,1.0,Highly Urban/ Urban,0,1.0
5343,Yes,33,4,Pickup,Yes,2,1.0,Highly Rural/ Rural,0,1.0
5344,Yes,26,14,Pickup,No,1,1.0,Highly Urban/ Urban,0,1.0
5345,No,5,6,SUV,No,0,,Highly Urban/ Urban,3,0.621
5346,Yes,8,10,SUV,No,1,8.0,Highly Urban/ Urban,0,1.0
5347,No,37,1,Minivan,No,0,1.0,Highly Urban/ Urban,0,0.42
5348,Yes,5,4,SUV,No,1,1.0,Highly Urban/ Urban,0,1.0
5349,No,38,1,SUV,No,7,6.0,Highly Urban/ Urban,3,0.153
5350,No,6,1,Minivan,Yes,4,8.0,Highly Urban/ Urban,1,1.0
5351,Yes,26,4,Minivan,No,0,7.0,Highly Urban/ Urban,0,1.0
5352,Yes,50,1,SUV,No,0,4.0,Highly Rural/ Rural,0,1.0
5353,No,19,5,SUV,No,5,9.0,Highly Urban/ Urban,0,1.0
5354,Yes,7,11,Pickup,No,0,15.0,Highly Urban/ Urban,0,1.0
5355,No,33,1,Van,No,1,4.0,Highly Urban/ Urban,0,1.0
5356,Yes,66,6,Minivan,No,0,1.0,Highly Rural/ Rural,0,1.0
5357,No,57,4,Minivan,No,0,,Highly Rural/ Rural,0,0.975
5358,Yes,42,1,Pickup,No,1,1.0,Highly Urban/ Urban,4,0.753
5359,Yes,24,6,Minivan,No,0,17.0,Highly Urban/ Urban,0,1.0
5360,Yes,48,4,Minivan,Yes,6,8.0,Highly Urban/ Urban,4,0.579
5361,No,28,1,Sports Car,No,4,17.0,Highly Urban/ Urban,0,0.093
5362,Yes,5,6,Pickup,No,1,1.0,Highly Rural/ Rural,0,1.0
5363,Yes,31,13,Minivan,No,0,5.0,Highly Urban/ Urban,0,1.0
5364,Yes,6,10,SUV,No,1,9.0,Highly Urban/ Urban,0,0.6
5365,No,33,11,Minivan,No,0,13.0,Highly Urban/ Urban,0,1.0
5366,Yes,9,3,Sports Car,Yes,2,1.0,Highly Urban/ Urban,0,1.0
5367,Yes,59,4,Sports Car,No,6,1.0,Highly Urban/ Urban,4,0.444
5368,No,45,1,Minivan,No,1,6.0,Highly Urban/ Urban,0,1.0
5369,No,62,1,SUV,Yes,0,4.0,Highly Urban/ Urban,0,1.0
5370,No,54,1,Minivan,No,3,8.0,Highly Rural/ Rural,0,1.0
5371,No,34,3,Sports Car,No,11,10.0,Highly Urban/ Urban,1,0.846
5372,No,48,6,SUV,Yes,0,1.0,Highly Rural/ Rural,0,1.0
5373,No,33,1,Van,Yes,0,8.0,Highly Urban/ Urban,4,1.0
5374,No,34,1,Minivan,No,1,11.0,Highly Urban/ Urban,0,1.0
5375,Yes,44,6,Van,No,3,18.0,Highly Urban/ Urban,0,1.0
5376,No,45,8,Minivan,Yes,0,1.0,Highly Rural/ Rural,0,1.0
5377,Yes,44,3,Van,No,0,1.0,Highly Rural/ Rural,0,1.0
5378,Yes,61,9,SUV,No,1,13.0,Highly Urban/ Urban,0,1.0
5379,No,39,6,SUV,Yes,0,1.0,Highly Urban/ Urban,2,1.0
5380,Yes,49,10,Van,No,6,8.0,Highly Urban/ Urban,0,0.375
5381,No,29,1,Panel Truck,No,2,6.0,Highly Urban/ Urban,0,1.0
5382,Yes,5,4,Minivan,Yes,0,13.0,Highly Urban/ Urban,0,1.0
5383,No,34,1,SUV,No,1,13.0,Highly Urban/ Urban,0,1.0
5384,Yes,52,6,Pickup,No,0,5.0,Highly Urban/ Urban,0,1.0
5385,No,32,7,SUV,No,0,10.0,Highly Urban/ Urban,0,1.0
5386,No,5,1,Minivan,No,0,4.0,Highly Urban/ Urban,0,0.213
5387,Yes,21,10,Minivan,No,3,9.0,Highly Urban/ Urban,0,0.891
5388,No,24,7,SUV,No,2,15.0,Highly Urban/ Urban,0,0.351
5389,Yes,43,1,SUV,No,3,1.0,Highly Urban/ Urban,5,0.513
5390,No,34,10,Minivan,No,0,4.0,Highly Urban/ Urban,3,1.0
5391,Yes,34,4,Panel Truck,No,1,1.0,Highly Urban/ Urban,0,1.0
5392,Yes,27,4,Minivan,No,0,8.0,Highly Urban/ Urban,0,1.0
5393,No,41,3,Sports Car,No,3,1.0,Highly Rural/ Rural,0,1.0
5394,Yes,15,9,Van,No,1,14.0,Highly Urban/ Urban,0,1.0
5395,Yes,38,13,Sports Car,No,2,5.0,Highly Rural/ Rural,0,1.0
5396,No,36,13,Minivan,No,3,1.0,Highly Urban/ Urban,0,1.0
5397,No,26,1,Pickup,No,3,1.0,Highly Urban/ Urban,6,0.933
5398,Yes,30,6,Sports Car,No,0,11.0,Highly Urban/ Urban,0,1.0
5399,Yes,48,1,Panel Truck,No,0,6.0,Highly Urban/ Urban,0,0.09
5400,Yes,5,12,SUV,No,0,8.0,Highly Rural/ Rural,0,1.0
5401,No,32,10,SUV,No,0,13.0,Highly Urban/ Urban,0,1.0
5402,Yes,44,8,Minivan,No,0,7.0,Highly Rural/ Rural,0,1.0
5403,Yes,30,1,Panel Truck,No,0,1.0,Highly Urban/ Urban,2,1.0
5404,No,55,10,SUV,No,0,18.0,Highly Urban/ Urban,0,1.0
5405,Yes,35,15,SUV,No,0,13.0,Highly Urban/ Urban,0,1.0
5406,No,50,6,Minivan,No,4,1.0,Highly Urban/ Urban,3,1.0
5407,Yes,33,1,Van,No,1,5.0,Highly Urban/ Urban,0,1.0
5408,No,27,7,Minivan,No,0,9.0,Highly Urban/ Urban,2,1.0
5409,No,15,6,Van,No,4,12.0,Highly Urban/ Urban,0,1.0
5410,Yes,50,1,Sports Car,No,3,,Highly Rural/ Rural,0,1.0
5411,Yes,40,1,SUV,No,0,10.0,Highly Urban/ Urban,3,0.846
5412,Yes,34,6,Minivan,No,1,12.0,Highly Urban/ Urban,0,0.327
5413,No,32,6,Van,No,0,14.0,Highly Urban/ Urban,0,1.0
5414,Yes,31,1,Panel Truck,Yes,5,11.0,Highly Urban/ Urban,0,1.0
5415,No,26,7,SUV,No,0,15.0,Highly Urban/ Urban,0,1.0
5416,Yes,37,1,Pickup,No,3,5.0,Highly Rural/ Rural,0,0.672
5417,Yes,48,6,Minivan,No,2,1.0,Highly Urban/ Urban,0,1.0
5418,No,11,4,SUV,No,3,4.0,Highly Rural/ Rural,0,1.0
5419,Yes,43,4,Minivan,No,1,1.0,Highly Urban/ Urban,0,1.0
5420,Yes,52,5,SUV,No,1,12.0,Highly Urban/ Urban,0,1.0
5421,Yes,40,6,Sports Car,No,1,13.0,Highly Urban/ Urban,0,1.0
5422,Yes,19,1,Minivan,No,0,7.0,Highly Urban/ Urban,0,1.0
5423,Yes,22,1,Pickup,No,5,7.0,Highly Urban/ Urban,3,0.963
5424,Yes,52,13,SUV,No,6,10.0,Highly Urban/ Urban,1,1.0
5425,Yes,5,4,Panel Truck,No,6,,Highly Urban/ Urban,0,1.0
5426,No,26,1,Van,No,6,16.0,Highly Urban/ Urban,3,1.0
5427,Yes,45,5,Sports Car,No,0,9.0,Highly Urban/ Urban,0,1.0
5428,No,30,1,Pickup,Yes,1,1.0,Highly Rural/ Rural,0,1.0
5429,No,72,4,SUV,No,0,19.0,Highly Urban/ Urban,0,1.0
5430,No,36,1,SUV,Yes,3,,Highly Urban/ Urban,5,1.0
5431,No,25,4,Minivan,No,2,14.0,Highly Urban/ Urban,4,1.0
5432,Yes,32,8,SUV,No,0,9.0,Highly Urban/ Urban,0,1.0
5433,No,25,11,SUV,No,3,1.0,Highly Rural/ Rural,0,0.717
5434,Yes,37,4,Pickup,No,1,1.0,Highly Urban/ Urban,0,1.0
5435,Yes,23,3,Pickup,No,0,16.0,Highly Urban/ Urban,1,0.627
5436,No,27,4,Minivan,No,0,21.0,Highly Rural/ Rural,0,1.0
5437,No,24,7,Minivan,No,3,10.0,Highly Urban/ Urban,0,1.0
5438,No,37,10,Pickup,No,0,15.0,Highly Urban/ Urban,4,0.054
5439,No,18,4,SUV,No,0,12.0,Highly Urban/ Urban,0,1.0
5440,Yes,16,6,SUV,Yes,4,11.0,Highly Urban/ Urban,2,1.0
5441,No,32,4,Pickup,No,4,1.0,Highly Urban/ Urban,3,1.0
5442,No,5,13,Minivan,No,3,20.0,Highly Rural/ Rural,0,0.555
5443,Yes,14,4,Minivan,Yes,0,14.0,Highly Urban/ Urban,0,0.057
5444,Yes,51,1,Minivan,No,4,1.0,Highly Urban/ Urban,3,1.0
5445,Yes,34,4,SUV,No,0,,Highly Urban/ Urban,0,1.0
5446,No,62,1,SUV,Yes,3,1.0,Highly Urban/ Urban,0,0.735
5447,Yes,73,6,SUV,No,3,8.0,Highly Rural/ Rural,0,1.0
5448,Yes,51,6,SUV,No,1,16.0,Highly Urban/ Urban,0,1.0
5449,No,42,1,Panel Truck,No,2,17.0,Highly Urban/ Urban,0,1.0
5450,Yes,41,4,SUV,No,3,7.0,Highly Urban/ Urban,0,1.0
5451,Yes,29,1,SUV,No,1,6.0,Highly Urban/ Urban,0,1.0
5452,Yes,48,1,Minivan,No,1,,Highly Urban/ Urban,0,1.0
5453,Yes,48,4,Sports Car,Yes,2,1.0,Highly Urban/ Urban,3,0.321
5454,Yes,47,4,SUV,No,0,,Highly Urban/ Urban,4,1.0
5455,Yes,5,1,Panel Truck,No,0,6.0,Highly Rural/ Rural,0,1.0
5456,Yes,14,4,Minivan,No,0,1.0,Highly Rural/ Rural,0,0.594
5457,Yes,21,3,SUV,No,2,11.0,Highly Urban/ Urban,0,0.783
5458,Yes,39,4,Minivan,No,0,9.0,Highly Urban/ Urban,0,1.0
5459,No,31,1,Pickup,Yes,0,20.0,Highly Urban/ Urban,3,0.651
5460,Yes,18,11,Minivan,No,1,8.0,Highly Rural/ Rural,0,1.0
5461,Yes,27,1,SUV,No,3,1.0,Highly Urban/ Urban,0,1.0
5462,Yes,44,10,Sports Car,No,0,7.0,Highly Rural/ Rural,0,1.0
5463,Yes,28,10,Panel Truck,No,0,1.0,Highly Rural/ Rural,0,1.0
5464,No,5,11,Minivan,No,1,1.0,Highly Urban/ Urban,0,1.0
5465,Yes,42,6,Panel Truck,No,0,7.0,Highly Rural/ Rural,0,0.759
5466,Yes,38,9,SUV,No,2,11.0,Highly Urban/ Urban,0,0.405
5467,Yes,24,14,Sports Car,No,0,5.0,Highly Urban/ Urban,0,1.0
5468,Yes,63,11,SUV,No,2,,Highly Urban/ Urban,0,0.837
5469,Yes,45,9,Minivan,Yes,5,10.0,Highly Urban/ Urban,0,1.0
5470,Yes,34,10,Pickup,No,2,11.0,Highly Urban/ Urban,3,0.438
5471,No,22,1,SUV,No,4,17.0,Highly Urban/ Urban,3,0.033
5472,No,42,1,SUV,No,4,12.0,Highly Urban/ Urban,0,1.0
5473,No,10,6,Panel Truck,No,7,1.0,Highly Urban/ Urban,0,1.0
5474,Yes,47,14,Minivan,No,0,19.0,Highly Urban/ Urban,0,1.0
5475,Yes,40,14,SUV,No,0,3.0,Highly Urban/ Urban,0,1.0
5476,Yes,63,10,Minivan,Yes,0,9.0,Highly Urban/ Urban,0,1.0
5477,No,40,11,SUV,No,0,18.0,Highly Urban/ Urban,0,1.0
5478,Yes,51,1,SUV,No,0,13.0,Highly Urban/ Urban,0,1.0
5479,Yes,37,7,Minivan,No,1,15.0,Highly Urban/ Urban,0,1.0
5480,Yes,20,6,Minivan,No,2,10.0,Highly Urban/ Urban,0,1.0
5481,Yes,33,4,Van,No,0,1.0,Highly Urban/ Urban,0,1.0
5482,No,29,1,Panel Truck,No,9,9.0,Highly Urban/ Urban,2,1.0
5483,Yes,19,1,SUV,No,0,14.0,Highly Urban/ Urban,0,0.258
5484,Yes,12,6,SUV,No,5,1.0,Highly Urban/ Urban,0,1.0
5485,Yes,43,5,Minivan,No,0,1.0,Highly Urban/ Urban,0,1.0
5486,No,45,4,Minivan,No,0,5.0,Highly Urban/ Urban,0,1.0
5487,No,43,13,Pickup,No,1,9.0,Highly Urban/ Urban,2,1.0
5488,Yes,11,5,Van,No,0,13.0,Highly Urban/ Urban,0,1.0
5489,No,23,3,SUV,No,0,1.0,Highly Rural/ Rural,0,0.162
5490,Yes,79,10,SUV,No,3,1.0,Highly Rural/ Rural,0,1.0
5491,No,39,10,Pickup,No,4,1.0,Highly Urban/ Urban,2,0.252
5492,No,31,1,Pickup,No,0,5.0,Highly Urban/ Urban,3,1.0
5493,No,28,6,Panel Truck,No,1,,Highly Rural/ Rural,0,1.0
5494,No,32,4,Minivan,Yes,2,7.0,Highly Urban/ Urban,0,1.0
5495,No,40,10,Sports Car,No,0,1.0,Highly Urban/ Urban,2,0.474
5496,Yes,38,13,SUV,No,0,9.0,Highly Rural/ Rural,0,0.177
5497,No,30,1,SUV,No,3,15.0,Highly Urban/ Urban,0,1.0
5498,No,5,4,Pickup,No,5,1.0,Highly Urban/ Urban,5,1.0
5499,No,5,1,Minivan,Yes,2,10.0,Highly Urban/ Urban,0,1.0
5500,No,57,7,Minivan,No,0,13.0,Highly Rural/ Rural,0,1.0
5501,Yes,42,1,SUV,No,0,9.0,Highly Rural/ Rural,0,1.0
5502,Yes,16,1,Minivan,No,1,1.0,Highly Urban/ Urban,2,1.0
5503,No,40,4,Van,No,2,10.0,Highly Urban/ Urban,3,1.0
5504,Yes,19,1,Minivan,No,0,13.0,Highly Urban/ Urban,0,1.0
5505,No,27,14,SUV,No,0,1.0,Highly Rural/ Rural,0,1.0
5506,Yes,38,4,Panel Truck,No,0,1.0,Highly Rural/ Rural,0,1.0
5507,No,53,11,SUV,No,0,,Highly Urban/ Urban,0,1.0
5508,Yes,38,6,SUV,No,0,1.0,Highly Rural/ Rural,0,1.0
5509,No,40,4,SUV,No,1,1.0,Highly Rural/ Rural,0,1.0
5510,Yes,57,3,Minivan,No,2,7.0,Highly Urban/ Urban,0,1.0
5511,Yes,34,3,Van,No,1,1.0,Highly Urban/ Urban,4,1.0
5512,No,61,14,Panel Truck,No,2,23.0,Highly Urban/ Urban,0,1.0
5513,No,15,6,Minivan,No,1,16.0,Highly Urban/ Urban,2,0.294
5514,Yes,40,1,SUV,No,4,8.0,Highly Rural/ Rural,0,1.0
5515,Yes,12,6,Minivan,No,0,16.0,Highly Urban/ Urban,0,1.0
5516,No,35,1,Van,No,3,20.0,Highly Urban/ Urban,0,1.0
5517,Yes,35,1,SUV,No,0,7.0,Highly Urban/ Urban,0,0.864
5518,Yes,10,4,Sports Car,No,3,13.0,Highly Urban/ Urban,4,0.891
5519,Yes,47,5,Minivan,No,4,5.0,Highly Urban/ Urban,5,1.0
5520,No,47,4,Van,No,1,1.0,Highly Rural/ Rural,0,1.0
5521,Yes,24,4,SUV,No,1,1.0,Highly Rural/ Rural,0,1.0
5522,Yes,23,4,Van,No,1,1.0,Highly Urban/ Urban,5,0.312
5523,No,17,6,Minivan,No,0,15.0,Highly Urban/ Urban,3,0.792
5524,No,5,1,Minivan,No,0,11.0,Highly Urban/ Urban,0,1.0
5525,Yes,53,6,SUV,No,3,10.0,Highly Urban/ Urban,2,1.0
5526,No,61,1,Minivan,No,0,4.0,Highly Rural/ Rural,0,1.0
5527,No,38,1,Pickup,No,6,,Highly Urban/ Urban,0,1.0
5528,No,16,1,Minivan,No,3,8.0,Highly Urban/ Urban,0,1.0
5529,No,22,1,SUV,No,0,7.0,Highly Rural/ Rural,0,1.0
5530,Yes,31,6,Minivan,No,0,7.0,Highly Urban/ Urban,0,1.0
5531,Yes,30,1,SUV,No,5,10.0,Highly Urban/ Urban,0,1.0
5532,Yes,27,4,SUV,No,0,1.0,Highly Urban/ Urban,4,0.957
5533,Yes,34,1,SUV,No,3,,Highly Urban/ Urban,0,1.0
5534,No,5,11,Sports Car,No,0,,Highly Urban/ Urban,0,1.0
5535,Yes,11,1,SUV,No,0,1.0,Highly Urban/ Urban,0,1.0
5536,No,18,3,SUV,No,1,8.0,Highly Rural/ Rural,0,1.0
5537,Yes,28,6,Minivan,No,4,13.0,Highly Urban/ Urban,0,1.0
5538,Yes,9,6,SUV,No,1,19.0,Highly Urban/ Urban,0,1.0
5539,Yes,34,1,SUV,No,0,10.0,Highly Rural/ Rural,0,1.0
5540,Yes,36,10,SUV,No,0,13.0,Highly Urban/ Urban,6,1.0
5541,No,21,1,Pickup,No,0,13.0,Highly Urban/ Urban,0,1.0
5542,Yes,73,11,Panel Truck,No,0,1.0,Highly Urban/ Urban,5,0.057
5543,Yes,20,6,Pickup,No,0,6.0,Highly Rural/ Rural,0,1.0
5544,Yes,19,1,Pickup,No,3,1.0,Highly Urban/ Urban,6,0.597
5545,Yes,51,1,Pickup,No,2,10.0,Highly Rural/ Rural,0,1.0
5546,Yes,31,1,Pickup,No,0,10.0,Highly Urban/ Urban,0,1.0
5547,Yes,23,1,Sports Car,No,1,10.0,Highly Urban/ Urban,0,1.0
5548,No,35,7,Minivan,No,5,1.0,Highly Urban/ Urban,4,1.0
5549,Yes,23,1,Van,No,1,10.0,Highly Urban/ Urban,0,1.0
5550,No,5,6,SUV,No,3,7.0,Highly Urban/ Urban,2,1.0
5551,No,35,1,SUV,No,4,6.0,Highly Urban/ Urban,0,1.0
5552,No,42,3,Minivan,No,0,16.0,Highly Urban/ Urban,0,1.0
5553,No,20,9,SUV,No,0,1.0,Highly Rural/ Rural,0,1.0
5554,No,35,6,SUV,Yes,6,17.0,Highly Urban/ Urban,4,1.0
5555,Yes,39,1,SUV,No,0,15.0,Highly Rural/ Rural,0,0.813
5556,No,56,6,SUV,No,0,,Highly Urban/ Urban,0,1.0
5557,No,30,1,Pickup,No,1,10.0,Highly Urban/ Urban,0,1.0
5558,Yes,46,1,SUV,No,0,7.0,Highly Urban/ Urban,1,0.279
5559,No,31,1,Sports Car,No,2,12.0,Highly Urban/ Urban,0,1.0
5560,Yes,5,1,Minivan,No,0,8.0,Highly Rural/ Rural,0,1.0
5561,No,13,10,Panel Truck,No,0,8.0,Highly Urban/ Urban,0,1.0
5562,Yes,32,10,Minivan,No,0,6.0,Highly Urban/ Urban,0,1.0
5563,No,9,6,Minivan,No,0,10.0,Highly Urban/ Urban,0,0.801
5564,No,26,6,Sports Car,No,4,1.0,Highly Urban/ Urban,4,0.345
5565,Yes,41,1,Sports Car,No,1,5.0,Highly Urban/ Urban,0,1.0
5566,Yes,44,1,Minivan,Yes,0,7.0,Highly Urban/ Urban,2,0.924
5567,No,70,1,SUV,No,0,12.0,Highly Rural/ Rural,0,1.0
5568,No,32,1,Pickup,No,2,13.0,Highly Urban/ Urban,0,1.0
5569,Yes,40,3,Van,No,0,18.0,Highly Urban/ Urban,0,1.0
5570,Yes,69,1,Pickup,No,3,10.0,Highly Urban/ Urban,3,1.0
5571,No,74,4,SUV,No,3,,Highly Urban/ Urban,1,1.0
