policy,primary_age_tier,primary_gender,marital,residence_location,aoi_tier,exposure,num_claims,amt_claims
A02429,28 - 37,Female,Un-Married,Urban,351K - 600K,1,1,"3,635.97"
P05011,28 - 37,Female,Married,Urban,< 100K,1,1,"2,038.70"
Z08555,28 - 37,Female,Married,Suburban,< 100K,1,2,"12,283.31"
P06601,28 - 37,Female,Not Married,Urban,351K - 600K,1,2,"15,694.38"
G04105,> 60,Male,Married,Urban,601K - 1M,1,0,0.00
A00737,> 60,Male,Un-Married,Suburban,351K - 600K,1,1,"2,412.51"
A00991,21 - 27,Male,Un-Married,Urban,100K - 350K,1,2,"3,177.20"
A01747,28 - 37,Male,Married,Urban,601K - 1M,1,3,"9,274.12"
Z07836,> 60,Male,Married,Suburban,> 1M,1,2,"1,338.34"
A02441,28 - 37,Male,Married,Urban,351K - 600K,1,4,"5,944.65"
Z09610,28 - 37,Female,Married,Suburban,351K - 600K,1,2,"4,995.97"
Z09668,38 - 60,Female,Married,Urban,351K - 600K,0.16,0,0.00
A01420,< 21,Female,Not Married,Urban,601K - 1M,1,0,0.00
A02447,38 - 60,Female,Married,Urban,351K - 600K,0.52,0,0.00
Z09041,< 21,Male,Married,Urban,100K - 350K,0.52,0,0.00
A01127,> 60,Female,Married,Suburban,100K - 350K,1,1,"4,503.53"
A00304,< 21,Female,Married,Urban,< 100K,1,2,"16,801.43"
Z09340,< 21,Female,Married,Suburban,351K - 600K,1,0,0.00
P06857,21 - 27,Female,Married,Urban,351K - 600K,0.79,0,0.00
Z09237,28 - 37,Female,Married,Suburban,351K - 600K,1,4,"8,264.64"
Z09761,21 - 27,Female,Un-Married,Urban,< 100K,1,2,"4,535.48"
P05114,38 - 60,Female,Married,Rural,351K - 600K,0.68,0,0.00
G02641,21 - 27,Female,Not Married,Urban,100K - 350K,1,4,"18,550.53"
Z09424,> 60,Male,Not Married,Suburban,601K - 1M,1,3,"7,218.40"
G03063,28 - 37,Female,Married,Rural,100K - 350K,0.25,1,"7,172.76"
G02986,28 - 37,Female,Married,Suburban,100K - 350K,1,1,"6,258.91"
G03394,> 60,Female,Un-Married,Urban,601K - 1M,1,0,0.00
G04254,38 - 60,Female,Married,Rural,351K - 600K,1,1,"1,559.55"
P07355,28 - 37,Female,Married,Urban,351K - 600K,1,0,0.00
A00065,> 60,Female,Married,Suburban,351K - 600K,1,1,"1,108.11"
A02483,28 - 37,Female,Un-Married,Urban,< 100K,1,1,"8,360.50"
A00462,38 - 60,Male,Un-Married,Urban,100K - 350K,1,0,0.00
P05163,28 - 37,Female,Not Married,Suburban,< 100K,1,3,"12,452.10"
G03240,38 - 60,Female,Married,Urban,601K - 1M,1,0,0.00
P07257,38 - 60,Male,Not Married,Rural,351K - 600K,1,1,"1,179.14"
Z08084,21 - 27,Male,Un-Married,Urban,100K - 350K,1,0,0.00
Z09458,38 - 60,Female,Married,Urban,100K - 350K,1,0,0.00
G04649,< 21,Female,Married,Urban,351K - 600K,1,0,0.00
A01307,38 - 60,Male,Un-Married,Suburban,351K - 600K,1,1,"4,542.86"
Z08839,38 - 60,Male,Married,Rural,< 100K,1,0,0.00
P06790,28 - 37,Male,Not Married,Urban,351K - 600K,1,0,0.00
Z09944,28 - 37,Male,Married,Rural,351K - 600K,1,1,"3,969.19"
A00775,28 - 37,Male,Married,Urban,100K - 350K,1,0,0.00
P05444,21 - 27,Female,Not Married,Suburban,< 100K,1,3,"13,228.32"
P06898,28 - 37,Male,Married,Suburban,601K - 1M,1,3,608.48
Z09252,28 - 37,Female,Married,Suburban,100K - 350K,1,1,"5,667.91"
G03390,21 - 27,Male,Un-Married,Suburban,100K - 350K,1,2,"4,479.97"
P05153,28 - 37,Female,Married,Urban,351K - 600K,0.96,0,0.00
A01468,21 - 27,Male,Not Married,Urban,100K - 350K,1,2,"13,836.94"
Z08952,28 - 37,Male,Married,Urban,< 100K,1,1,"4,988.98"
Z08759,21 - 27,Male,Un-Married,Suburban,601K - 1M,0.08,2,"1,441.28"
G03800,28 - 37,Female,Married,Urban,< 100K,1,1,"16,797.98"
A02176,38 - 60,Female,Not Married,Suburban,601K - 1M,1,0,0.00
A02318,> 60,Male,Married,Urban,100K - 350K,0.48,1,"2,636.19"
P05908,> 60,Female,Married,Urban,100K - 350K,1,2,"10,264.71"
G02963,38 - 60,Female,Not Married,Rural,351K - 600K,1,1,"13,552.19"
G04562,> 60,Female,Married,Urban,351K - 600K,1,1,"4,386.41"
G04633,21 - 27,Male,Married,Suburban,100K - 350K,0.26,1,"2,089.18"
Z07772,> 60,Female,Un-Married,Urban,601K - 1M,1,3,"11,220.68"
G04237,< 21,Male,Married,Urban,100K - 350K,0.26,1,"5,973.46"
P06947,21 - 27,Female,Married,Suburban,100K - 350K,1,3,"2,468.61"
A01823,21 - 27,Female,Not Married,Urban,601K - 1M,1,0,0.00
P05012,28 - 37,Male,Married,Urban,601K - 1M,1,0,0.00
P07107,38 - 60,Female,Un-Married,Urban,> 1M,1,0,0.00
G04901,38 - 60,Female,Married,Urban,351K - 600K,1,1,"1,849.77"
P05203,28 - 37,Male,Married,Urban,> 1M,1,1,"2,832.42"
G03469,28 - 37,Male,Not Married,Urban,601K - 1M,1,1,"1,652.71"
Z09019,38 - 60,Female,Married,Rural,351K - 600K,1,0,0.00
P05928,38 - 60,Male,Married,Suburban,351K - 600K,0.74,1,"4,224.49"
A01755,28 - 37,Female,Married,Urban,351K - 600K,0.31,2,"7,499.02"
P05136,28 - 37,Female,Not Married,Urban,100K - 350K,1,1,"3,235.83"
G03658,21 - 27,Male,Un-Married,Suburban,351K - 600K,1,1,282.95
G04828,38 - 60,Male,Not Married,Urban,351K - 600K,1,3,"6,855.63"
P07296,28 - 37,Male,Married,Urban,601K - 1M,1,2,"9,124.66"
P06939,21 - 27,Female,Married,Urban,351K - 600K,0.62,2,"4,935.79"
Z09427,28 - 37,Male,Married,Suburban,100K - 350K,1,0,0.00
Z09260,21 - 27,Male,Married,Suburban,> 1M,1,2,"2,129.54"
G04176,28 - 37,Male,Married,Urban,< 100K,1,1,"1,645.60"
G03325,38 - 60,Male,Married,Rural,601K - 1M,1,0,0.00
G02754,21 - 27,Female,Married,Suburban,351K - 600K,0.04,1,"1,315.53"
G03929,28 - 37,Female,Un-Married,Urban,601K - 1M,1,2,"2,589.26"
A01929,> 60,Female,Not Married,Urban,351K - 600K,1,1,"3,341.20"
A00066,38 - 60,Female,Married,Urban,100K - 350K,1,0,0.00
Z08406,< 21,Male,Married,Rural,351K - 600K,1,5,"32,646.25"
P06306,28 - 37,Male,Not Married,Suburban,100K - 350K,1,2,"2,615.28"
P05122,> 60,Male,Un-Married,Urban,351K - 600K,0.9,1,870.34
Z08665,28 - 37,Male,Un-Married,Urban,601K - 1M,1,1,"5,997.46"
A02095,28 - 37,Female,Married,Suburban,< 100K,1,5,"3,112.31"
G03412,> 60,Female,Not Married,Suburban,601K - 1M,1,3,"9,738.07"
A01170,> 60,Female,Not Married,Suburban,100K - 350K,1,3,"9,691.01"
P06376,38 - 60,Female,Un-Married,Suburban,> 1M,0.57,1,424.41
Z09831,21 - 27,Female,Married,Urban,351K - 600K,1,2,"11,240.37"
P05391,28 - 37,Female,Un-Married,Suburban,351K - 600K,1,2,"2,908.60"
A01902,28 - 37,Female,Married,Suburban,< 100K,0.97,0,0.00
Z08007,38 - 60,Female,Not Married,Urban,100K - 350K,1,1,"7,896.05"
G03268,21 - 27,Female,Married,Suburban,100K - 350K,0.2,4,"12,472.38"
P06946,28 - 37,Male,Not Married,Suburban,601K - 1M,1,3,"2,635.06"
G04795,28 - 37,Male,Not Married,Suburban,351K - 600K,1,3,"5,332.31"
G03603,38 - 60,Female,Married,Suburban,100K - 350K,1,1,469.16
G04651,28 - 37,Female,Married,Rural,351K - 600K,1,2,"8,871.57"
G04199,38 - 60,Male,Married,Suburban,100K - 350K,1,2,"2,000.02"
A01666,28 - 37,Male,Married,Rural,351K - 600K,1,2,"9,064.64"
G04751,38 - 60,Male,Not Married,Suburban,100K - 350K,1,2,"2,833.61"
P05698,> 60,Female,Un-Married,Suburban,351K - 600K,0.96,2,"12,137.02"
Z09894,< 21,Male,Married,Suburban,351K - 600K,0.19,1,"1,484.64"
P06779,28 - 37,Male,Not Married,Urban,351K - 600K,0.05,1,"9,487.11"
G03029,21 - 27,Female,Not Married,Urban,351K - 600K,0.99,1,"2,595.12"
G03360,< 21,Male,Married,Urban,351K - 600K,1,2,"4,421.10"
G04053,> 60,Male,Married,Suburban,< 100K,1,3,"25,310.56"
Z08878,> 60,Male,Married,Suburban,< 100K,0.04,0,0.00
P06964,28 - 37,Female,Un-Married,Urban,351K - 600K,1,2,"9,782.99"
Z09909,28 - 37,Male,Not Married,Urban,< 100K,0.06,1,"1,235.11"
P06839,38 - 60,Female,Not Married,Suburban,351K - 600K,1,2,"8,978.67"
Z09156,< 21,Female,Married,Suburban,351K - 600K,1,1,952.99
A01209,21 - 27,Female,Un-Married,Rural,351K - 600K,1,2,"15,497.56"
Z08563,28 - 37,Male,Un-Married,Suburban,100K - 350K,1,1,"4,553.62"
P05737,38 - 60,Male,Un-Married,Suburban,601K - 1M,1,0,0.00
Z09307,28 - 37,Male,Not Married,Suburban,< 100K,1,1,"4,753.70"
Z08362,> 60,Male,Married,Urban,100K - 350K,1,2,"14,406.60"
A02347,28 - 37,Female,Married,Suburban,> 1M,1,4,"8,193.73"
G04635,28 - 37,Male,Married,Urban,351K - 600K,1,3,"11,507.65"
G02897,28 - 37,Female,Not Married,Urban,351K - 600K,0.97,1,"1,068.54"
Z08146,> 60,Female,Un-Married,Rural,100K - 350K,1,2,"8,855.46"
G04354,28 - 37,Male,Married,Rural,601K - 1M,1,2,"8,239.04"
G03975,> 60,Female,Married,Rural,100K - 350K,0.43,0,0.00
Z09683,21 - 27,Female,Married,Suburban,100K - 350K,1,5,"5,757.23"
P05663,21 - 27,Female,Married,Urban,601K - 1M,1,1,"6,245.41"
P07385,21 - 27,Male,Married,Suburban,351K - 600K,0.36,0,0.00
A01784,38 - 60,Female,Not Married,Rural,> 1M,1,2,"7,566.33"
Z08851,21 - 27,Female,Married,Suburban,100K - 350K,1,0,0.00
P06202,38 - 60,Male,Un-Married,Suburban,> 1M,1,4,982.35
Z09983,28 - 37,Male,Un-Married,Urban,< 100K,1,0,0.00
G03864,< 21,Female,Un-Married,Urban,> 1M,1,1,"2,479.94"
P07304,38 - 60,Female,Not Married,Suburban,100K - 350K,0.38,1,"3,754.31"
P07040,28 - 37,Male,Un-Married,Urban,351K - 600K,1,3,192.75
P05317,38 - 60,Female,Married,Urban,100K - 350K,1,0,0.00
G03126,38 - 60,Female,Married,Suburban,351K - 600K,0.28,0,0.00
A01591,28 - 37,Male,Married,Urban,100K - 350K,1,0,0.00
Z08128,28 - 37,Male,Not Married,Urban,< 100K,1,0,0.00
P07422,38 - 60,Female,Un-Married,Suburban,< 100K,1,0,0.00
G03967,28 - 37,Female,Married,Urban,< 100K,1,1,"2,969.53"
Z07859,21 - 27,Female,Not Married,Urban,< 100K,0.35,1,"7,055.51"
Z08647,21 - 27,Female,Married,Rural,< 100K,1,0,0.00
Z08747,21 - 27,Male,Un-Married,Urban,100K - 350K,1,2,"6,628.47"
Z09671,38 - 60,Female,Married,Urban,351K - 600K,1,2,903.92
Z09676,21 - 27,Female,Married,Urban,351K - 600K,1,1,972.90
G02802,38 - 60,Female,Married,Urban,351K - 600K,1,1,"5,350.26"
P05102,21 - 27,Female,Married,Urban,351K - 600K,1,0,0.00
Z09556,28 - 37,Female,Married,Urban,351K - 600K,1,0,0.00
A01884,< 21,Female,Un-Married,Suburban,100K - 350K,1,1,"9,057.92"
P05903,38 - 60,Female,Un-Married,Urban,601K - 1M,1,3,"7,448.58"
Z08054,28 - 37,Female,Un-Married,Urban,< 100K,1,0,0.00
A02033,28 - 37,Male,Married,Suburban,351K - 600K,1,2,"9,674.70"
Z09925,28 - 37,Female,Married,Suburban,351K - 600K,1,4,"3,719.88"
A02311,28 - 37,Male,Married,Suburban,601K - 1M,0.9,1,"5,713.43"
A02467,28 - 37,Male,Not Married,Urban,601K - 1M,1,0,0.00
Z09586,> 60,Female,Un-Married,Urban,351K - 600K,1,1,"4,118.92"
A01376,28 - 37,Female,Un-Married,Suburban,< 100K,1,5,"5,333.65"
A02425,28 - 37,Female,Un-Married,Urban,351K - 600K,1,4,"12,599.02"
P05334,28 - 37,Female,Married,Suburban,601K - 1M,1,0,0.00
G02802,28 - 37,Male,Married,Suburban,351K - 600K,1,1,545.77
P05658,28 - 37,Female,Not Married,Suburban,100K - 350K,1,2,"16,173.62"
A01650,21 - 27,Female,Married,Suburban,> 1M,1,1,952.59
P05116,38 - 60,Male,Un-Married,Urban,351K - 600K,1,0,0.00
Z09196,< 21,Male,Un-Married,Urban,601K - 1M,1,0,0.00
G04878,> 60,Male,Married,Suburban,351K - 600K,1,2,"5,970.80"
Z08776,> 60,Female,Un-Married,Urban,351K - 600K,1,2,"18,587.00"
A01135,28 - 37,Male,Un-Married,Rural,351K - 600K,1,0,0.00
Z07692,38 - 60,Female,Married,Urban,100K - 350K,1,1,"2,349.47"
G03045,38 - 60,Male,Married,Urban,> 1M,1,0,0.00
A01626,21 - 27,Male,Married,Urban,< 100K,0.17,2,"13,428.58"
G03296,21 - 27,Male,Married,Urban,601K - 1M,1,3,"14,540.31"
A00933,28 - 37,Female,Married,Urban,351K - 600K,0.17,0,0.00
G02502,< 21,Male,Married,Urban,351K - 600K,0.69,4,"5,318.73"
Z09452,21 - 27,Female,Not Married,Suburban,100K - 350K,1,2,"3,735.99"
Z08468,28 - 37,Female,Un-Married,Urban,601K - 1M,1,1,"6,623.81"
Z09582,38 - 60,Female,Married,Suburban,< 100K,1,2,"6,713.23"
A02433,28 - 37,Female,Not Married,Urban,601K - 1M,1,2,"13,282.28"
P06050,> 60,Male,Un-Married,Rural,100K - 350K,1,3,"6,262.24"
G03374,21 - 27,Female,Un-Married,Rural,601K - 1M,1,1,"3,388.65"
A00598,38 - 60,Male,Married,Suburban,< 100K,1,2,"1,405.96"
A01714,21 - 27,Male,Married,Suburban,351K - 600K,1,2,"2,504.52"
Z09598,< 21,Male,Un-Married,Suburban,351K - 600K,0.64,3,"1,905.53"
G03118,> 60,Female,Not Married,Urban,351K - 600K,1,1,"5,676.98"
G03711,21 - 27,Female,Un-Married,Suburban,601K - 1M,0.41,1,656.36
P07007,28 - 37,Male,Married,Suburban,100K - 350K,1,0,0.00
P06873,28 - 37,Male,Not Married,Suburban,601K - 1M,1,1,"1,400.41"
Z09120,< 21,Male,Un-Married,Suburban,351K - 600K,0.65,5,"4,180.48"
G03220,38 - 60,Female,Un-Married,Urban,351K - 600K,1,0,0.00
P07297,38 - 60,Female,Married,Suburban,100K - 350K,1,2,"3,201.82"
G03000,28 - 37,Male,Married,Urban,100K - 350K,1,0,0.00
A00953,21 - 27,Female,Un-Married,Urban,100K - 350K,1,2,"19,051.94"
P05966,28 - 37,Male,Not Married,Rural,601K - 1M,1,0,0.00
P07382,28 - 37,Male,Married,Urban,351K - 600K,1,1,"1,794.62"
Z09075,21 - 27,Female,Married,Urban,100K - 350K,1,0,0.00
Z09774,28 - 37,Male,Married,Suburban,351K - 600K,1,1,"1,503.66"
A01191,< 21,Female,Not Married,Urban,351K - 600K,1,3,"17,027.13"
A01411,38 - 60,Male,Married,Urban,601K - 1M,1,1,"1,500.11"
G03320,21 - 27,Female,Un-Married,Urban,351K - 600K,1,1,"3,653.49"
Z07502,28 - 37,Female,Un-Married,Urban,351K - 600K,1,1,"5,780.12"
P05531,28 - 37,Female,Married,Rural,100K - 350K,1,0,0.00
A01957,21 - 27,Male,Not Married,Suburban,> 1M,1,4,"5,986.64"
G02532,28 - 37,Male,Married,Urban,100K - 350K,0.35,0,0.00
A01409,21 - 27,Female,Married,Urban,351K - 600K,0.2,2,"9,428.38"
G02635,28 - 37,Male,Not Married,Rural,601K - 1M,1,2,"6,497.92"
A02279,> 60,Male,Un-Married,Suburban,351K - 600K,1,1,"1,481.86"
G03370,38 - 60,Male,Un-Married,Suburban,351K - 600K,0.6,2,"1,486.14"
A02037,> 60,Female,Married,Urban,601K - 1M,1,1,"2,017.02"
A01532,< 21,Male,Married,Urban,351K - 600K,1,1,"1,951.13"
G02724,38 - 60,Female,Un-Married,Urban,351K - 600K,1,2,"1,427.49"
Z09218,28 - 37,Female,Married,Suburban,351K - 600K,0.59,4,"19,740.02"
G02753,21 - 27,Female,Married,Suburban,< 100K,1,3,"10,266.19"
A00767,28 - 37,Female,Un-Married,Urban,351K - 600K,1,1,"5,300.07"
A02429,> 60,Female,Un-Married,Urban,351K - 600K,1,1,"4,748.10"
A02023,28 - 37,Female,Married,Urban,100K - 350K,1,0,0.00
P06753,> 60,Female,Un-Married,Urban,< 100K,1,1,"6,280.98"
G03584,28 - 37,Female,Married,Urban,351K - 600K,1,1,"8,279.67"
G03917,< 21,Male,Married,Urban,351K - 600K,0.98,1,"3,213.05"
A00463,38 - 60,Male,Married,Suburban,351K - 600K,1,0,0.00
G03154,28 - 37,Male,Un-Married,Urban,351K - 600K,1,0,0.00
A01037,38 - 60,Male,Not Married,Suburban,601K - 1M,1,0,0.00
Z09596,21 - 27,Male,Not Married,Suburban,351K - 600K,0.51,3,"12,630.02"
Z08308,28 - 37,Male,Married,Suburban,351K - 600K,1,2,"2,692.41"
G04874,28 - 37,Female,Married,Urban,351K - 600K,1,0,0.00
G02852,> 60,Female,Married,Urban,351K - 600K,1,0,0.00
A00499,38 - 60,Male,Un-Married,Suburban,351K - 600K,0.45,3,"5,638.01"
A01520,38 - 60,Male,Married,Urban,100K - 350K,1,0,0.00
P05487,38 - 60,Female,Un-Married,Urban,100K - 350K,1,0,0.00
P07209,28 - 37,Female,Un-Married,Suburban,100K - 350K,1,2,"1,813.07"
P06440,28 - 37,Female,Married,Suburban,100K - 350K,1,0,0.00
P05089,28 - 37,Female,Married,Suburban,351K - 600K,1,2,"8,291.96"
Z08258,< 21,Male,Un-Married,Urban,601K - 1M,1,6,"6,507.73"
G04263,38 - 60,Female,Un-Married,Suburban,351K - 600K,1,0,0.00
Z08442,38 - 60,Male,Un-Married,Urban,< 100K,1,2,"2,932.17"
A01919,21 - 27,Female,Married,Urban,100K - 350K,1,1,"7,458.57"
Z08274,28 - 37,Male,Married,Urban,100K - 350K,1,3,"3,097.38"
P06466,38 - 60,Female,Un-Married,Suburban,> 1M,1,1,203.66
Z08787,28 - 37,Male,Not Married,Suburban,351K - 600K,1,1,183.62
G04127,28 - 37,Male,Married,Suburban,351K - 600K,0.01,1,"2,285.81"
G03967,21 - 27,Female,Un-Married,Rural,< 100K,1,3,"3,816.15"
G03322,28 - 37,Female,Not Married,Urban,> 1M,1,0,0.00
Z09367,> 60,Female,Married,Urban,< 100K,1,4,"12,056.40"
P07320,21 - 27,Female,Married,Urban,100K - 350K,1,2,"9,852.62"
P06214,28 - 37,Male,Not Married,Urban,351K - 600K,1,3,"5,206.03"
Z09815,21 - 27,Female,Married,Suburban,601K - 1M,1,0,0.00
Z08099,38 - 60,Female,Un-Married,Suburban,601K - 1M,1,4,"9,622.37"
Z09846,38 - 60,Male,Married,Suburban,351K - 600K,1,0,0.00
A00679,21 - 27,Male,Un-Married,Urban,351K - 600K,1,2,"6,572.03"
Z09116,28 - 37,Female,Married,Rural,351K - 600K,1,0,0.00
G04338,28 - 37,Male,Un-Married,Urban,351K - 600K,1,0,0.00
P07072,21 - 27,Female,Un-Married,Urban,100K - 350K,0.17,0,0.00
A00582,28 - 37,Female,Un-Married,Urban,100K - 350K,1,2,"3,144.19"
P06857,38 - 60,Female,Not Married,Suburban,351K - 600K,1,1,"1,478.19"
P06247,38 - 60,Female,Un-Married,Urban,601K - 1M,1,0,0.00
P05928,38 - 60,Male,Un-Married,Urban,351K - 600K,0.96,3,"4,118.31"
Z08106,38 - 60,Male,Married,Urban,< 100K,0.76,0,0.00
G03356,28 - 37,Female,Married,Suburban,< 100K,1,1,"3,624.96"
Z08914,< 21,Male,Un-Married,Suburban,100K - 350K,1,1,"5,578.94"
A02439,38 - 60,Female,Married,Urban,351K - 600K,1,1,"6,346.17"
A01448,> 60,Male,Not Married,Urban,351K - 600K,0.38,2,"4,895.69"
A02046,28 - 37,Female,Married,Urban,100K - 350K,1,1,"5,950.73"
A02040,< 21,Female,Married,Urban,100K - 350K,1,1,"1,281.90"
P05683,28 - 37,Female,Married,Suburban,351K - 600K,1,1,"2,695.03"
A00332,21 - 27,Female,Married,Urban,100K - 350K,0.85,1,"1,046.32"
Z08062,28 - 37,Female,Married,Urban,601K - 1M,0.26,0,0.00
A00390,< 21,Female,Un-Married,Urban,100K - 350K,0.95,1,"1,116.87"
G03327,< 21,Female,Un-Married,Suburban,100K - 350K,1,2,"8,836.74"
A01158,28 - 37,Female,Not Married,Rural,351K - 600K,1,1,"2,337.14"
P06314,38 - 60,Male,Un-Married,Suburban,351K - 600K,0.18,4,369.39
A02284,28 - 37,Female,Not Married,Urban,100K - 350K,0.61,0,0.00
A00429,21 - 27,Female,Un-Married,Suburban,100K - 350K,1,0,0.00
P05902,< 21,Female,Un-Married,Urban,> 1M,0.3,1,"1,422.07"
A02164,28 - 37,Male,Married,Suburban,351K - 600K,1,1,"1,626.69"
P05011,28 - 37,Female,Not Married,Rural,601K - 1M,1,0,0.00
G03236,21 - 27,Female,Married,Suburban,100K - 350K,1,1,"4,321.98"
G02555,< 21,Female,Married,Suburban,< 100K,1,1,420.52
G03092,28 - 37,Female,Married,Urban,601K - 1M,0.22,0,0.00
A01322,21 - 27,Female,Married,Urban,351K - 600K,1,0,0.00
Z09732,28 - 37,Male,Married,Urban,601K - 1M,1,3,"3,773.40"
G04685,38 - 60,Female,Not Married,Urban,351K - 600K,0.12,0,0.00
A01018,28 - 37,Female,Not Married,Urban,351K - 600K,1,0,0.00
P06390,28 - 37,Male,Not Married,Urban,351K - 600K,1,1,402.77
A00799,28 - 37,Female,Married,Suburban,351K - 600K,1,0,0.00
A00613,28 - 37,Male,Married,Suburban,100K - 350K,1,3,"3,200.52"
P07266,< 21,Male,Married,Urban,100K - 350K,1,3,"10,642.12"
G02750,> 60,Male,Un-Married,Rural,< 100K,1,1,"1,666.61"
G03036,28 - 37,Female,Married,Suburban,601K - 1M,1,0,0.00
P05141,21 - 27,Female,Un-Married,Suburban,351K - 600K,1,0,0.00
P06800,> 60,Female,Un-Married,Urban,351K - 600K,1,2,"16,164.80"
P05291,38 - 60,Female,Not Married,Urban,601K - 1M,1,0,0.00
G03520,28 - 37,Female,Un-Married,Urban,351K - 600K,1,2,"13,294.61"
P07094,28 - 37,Female,Un-Married,Urban,100K - 350K,1,0,0.00
G03380,28 - 37,Male,Not Married,Suburban,351K - 600K,1,3,"11,602.23"
A01152,> 60,Male,Un-Married,Urban,100K - 350K,1,1,"6,606.23"
Z07624,> 60,Male,Not Married,Urban,351K - 600K,0.7,0,0.00
P06831,> 60,Female,Not Married,Suburban,601K - 1M,1,5,"10,675.34"
P05467,28 - 37,Male,Married,Suburban,100K - 350K,1,3,"17,483.89"
A01595,28 - 37,Female,Un-Married,Urban,> 1M,0.28,2,"8,108.97"
P05876,38 - 60,Male,Un-Married,Urban,< 100K,0.14,3,"4,692.68"
P05420,< 21,Female,Married,Urban,351K - 600K,0.06,3,"3,561.66"
G03036,38 - 60,Female,Married,Suburban,351K - 600K,1,2,"2,369.51"
P05238,< 21,Male,Un-Married,Rural,100K - 350K,0.85,2,"6,981.94"
Z07605,28 - 37,Female,Married,Suburban,< 100K,1,2,"1,216.28"
A02210,38 - 60,Female,Not Married,Suburban,< 100K,1,1,"2,816.41"
P06768,38 - 60,Female,Married,Suburban,< 100K,1,2,"3,660.50"
Z09710,< 21,Female,Not Married,Urban,601K - 1M,1,2,"3,208.26"
G04783,21 - 27,Male,Not Married,Rural,601K - 1M,0.83,1,"1,543.12"
G04366,< 21,Male,Married,Suburban,351K - 600K,1,3,"1,508.25"
G03723,38 - 60,Male,Un-Married,Suburban,601K - 1M,1,1,"3,349.73"
P05288,38 - 60,Female,Married,Urban,351K - 600K,1,1,676.79
P07490,> 60,Male,Married,Suburban,100K - 350K,1,2,"6,097.62"
G04301,21 - 27,Male,Married,Suburban,601K - 1M,1,1,"1,416.83"
P05361,28 - 37,Male,Married,Urban,601K - 1M,1,2,"5,110.12"
G03321,38 - 60,Female,Married,Suburban,351K - 600K,1,1,"1,640.84"
A01888,28 - 37,Male,Married,Urban,601K - 1M,1,2,"1,562.12"
P05743,28 - 37,Female,Married,Suburban,351K - 600K,1,4,"19,978.33"
G03223,28 - 37,Female,Not Married,Suburban,351K - 600K,1,1,"1,398.58"
P07484,28 - 37,Male,Un-Married,Rural,351K - 600K,1,1,"5,625.02"
A00324,38 - 60,Female,Not Married,Urban,< 100K,1,0,0.00
A01007,21 - 27,Female,Un-Married,Urban,< 100K,1,1,"4,530.82"
P07433,21 - 27,Female,Not Married,Urban,601K - 1M,1,1,"1,842.60"
P05001,28 - 37,Male,Married,Rural,351K - 600K,1,1,"3,846.23"
A01978,21 - 27,Male,Married,Suburban,601K - 1M,0.93,0,0.00
P06193,< 21,Male,Married,Urban,100K - 350K,0.17,4,"12,528.05"
G03121,21 - 27,Male,Married,Suburban,100K - 350K,1,1,"2,381.35"
P05710,38 - 60,Female,Married,Urban,351K - 600K,1,1,"3,819.79"
G04439,28 - 37,Male,Un-Married,Urban,351K - 600K,1,3,418.27
Z09869,28 - 37,Male,Married,Suburban,< 100K,1,2,"5,093.04"
G04259,28 - 37,Male,Married,Urban,601K - 1M,1,2,"3,469.51"
Z08103,21 - 27,Female,Married,Suburban,100K - 350K,1,2,"2,707.55"
Z09182,21 - 27,Female,Married,Urban,601K - 1M,1,3,"1,535.58"
P05385,< 21,Female,Not Married,Suburban,351K - 600K,1,1,819.87
Z08645,28 - 37,Male,Un-Married,Suburban,351K - 600K,0.56,1,"2,548.93"
G04117,28 - 37,Female,Married,Urban,< 100K,0.55,2,"18,820.12"
A01253,38 - 60,Male,Married,Urban,100K - 350K,0.75,1,758.06
Z09767,28 - 37,Male,Married,Suburban,351K - 600K,1,1,"5,073.05"
G03966,38 - 60,Female,Un-Married,Suburban,601K - 1M,1,1,419.55
Z08921,> 60,Female,Not Married,Suburban,100K - 350K,0.48,1,"6,304.85"
Z08736,38 - 60,Female,Not Married,Urban,> 1M,1,0,0.00
G04257,< 21,Female,Married,Suburban,100K - 350K,1,2,"7,902.76"
Z08787,28 - 37,Male,Un-Married,Urban,> 1M,0.12,0,0.00
A00694,21 - 27,Male,Married,Suburban,< 100K,1,3,"4,568.91"
Z08502,> 60,Female,Married,Suburban,100K - 350K,1,1,"5,406.65"
A02482,28 - 37,Female,Not Married,Urban,100K - 350K,1,0,0.00
A01790,38 - 60,Male,Not Married,Suburban,351K - 600K,1,1,"1,367.73"
A00575,28 - 37,Female,Not Married,Urban,351K - 600K,1,0,0.00
G03985,> 60,Female,Married,Urban,< 100K,1,1,"7,500.89"
Z09930,28 - 37,Male,Not Married,Urban,100K - 350K,1,2,"3,496.73"
G04685,28 - 37,Female,Un-Married,Suburban,100K - 350K,0.66,0,0.00
A00796,28 - 37,Male,Married,Rural,601K - 1M,1,0,0.00
G03692,21 - 27,Male,Un-Married,Suburban,351K - 600K,1,3,"3,189.11"
A01881,> 60,Male,Un-Married,Urban,100K - 350K,0.52,0,0.00
Z08946,28 - 37,Female,Married,Urban,601K - 1M,1,2,"4,555.30"
P05768,21 - 27,Female,Married,Urban,351K - 600K,1,0,0.00
Z09416,28 - 37,Female,Not Married,Rural,100K - 350K,1,2,"7,635.18"
A02000,28 - 37,Female,Un-Married,Suburban,351K - 600K,0.89,2,"11,312.54"
