,target,MSTATUS,CAR_TYPE,REVOKED,URBANICITY,CAR_AGE,MVR_PTS,TIF,TRAVTIME,CLM_COUNT,EXPOSURE
5092,1,Yes,SUV,Yes,Highly Urban/ Urban,5.0,0,3,21,2,0.144
5093,0,Yes,SUV,No,Highly Rural/ Rural,8.0,0,4,31,0,0.714
5094,0,Yes,SUV,No,Highly Rural/ Rural,20.0,2,10,50,0,1.0
5095,0,Yes,SUV,No,Highly Urban/ Urban,18.0,7,1,30,0,1.0
5096,0,No,Pickup,No,Highly Rural/ Rural,1.0,2,6,46,0,0.978
5097,1,No,Sports Car,Yes,Highly Urban/ Urban,1.0,1,6,35,2,0.762
5098,0,Yes,SUV,No,Highly Urban/ Urban,13.0,4,1,47,0,1.0
5099,0,Yes,SUV,No,Highly Urban/ Urban,9.0,0,6,26,0,1.0
5100,0,No,Pickup,No,Highly Urban/ Urban,1.0,0,6,20,1,1.0
5101,0,Yes,Minivan,No,Highly Rural/ Rural,8.0,0,1,51,0,0.066
5103,1,No,Sports Car,No,Highly Urban/ Urban,6.0,4,4,68,1,0.57
5104,0,No,SUV,No,Highly Rural/ Rural,7.0,3,10,77,0,1.0
5105,0,Yes,SUV,No,Highly Urban/ Urban,8.0,1,3,54,0,1.0
5106,1,Yes,SUV,No,Highly Urban/ Urban,5.0,0,4,62,4,1.0
5107,1,No,Minivan,No,Highly Urban/ Urban,14.0,4,13,31,2,1.0
5108,0,Yes,SUV,No,Highly Rural/ Rural,7.0,0,1,49,0,0.903
5109,0,Yes,SUV,No,Highly Rural/ Rural,1.0,0,4,60,0,1.0
5110,0,Yes,SUV,No,Highly Rural/ Rural,20.0,0,4,9,0,1.0
5111,1,No,Panel Truck,No,Highly Urban/ Urban,15.0,4,3,5,1,0.108
5112,0,No,Minivan,No,Highly Rural/ Rural,1.0,0,6,25,0,0.324
5113,0,Yes,SUV,No,Highly Urban/ Urban,12.0,2,6,31,0,1.0
5114,0,Yes,Minivan,No,Highly Urban/ Urban,1.0,4,1,20,0,0.18
5115,0,Yes,Minivan,No,Highly Urban/ Urban,14.0,0,4,25,0,1.0
5116,1,Yes,Panel Truck,No,Highly Urban/ Urban,1.0,3,3,42,2,0.153
5117,0,No,Panel Truck,No,Highly Urban/ Urban,24.0,0,10,17,0,1.0
5118,0,Yes,Minivan,No,Highly Rural/ Rural,26.0,1,4,22,0,1.0
5119,0,Yes,SUV,No,Highly Rural/ Rural,6.0,0,10,31,0,1.0
5120,0,No,Sports Car,No,Highly Urban/ Urban,1.0,0,1,13,0,1.0
5121,0,No,Van,No,Highly Urban/ Urban,8.0,2,1,37,0,1.0
5122,0,Yes,Pickup,No,Highly Rural/ Rural,5.0,0,13,19,0,0.18
5123,0,Yes,Minivan,No,Highly Urban/ Urban,9.0,1,1,51,0,1.0
5124,0,No,Panel Truck,No,Highly Urban/ Urban,8.0,0,1,23,0,1.0
5125,1,Yes,Pickup,No,Highly Urban/ Urban,11.0,5,4,48,2,1.0
5126,1,Yes,Pickup,No,Highly Urban/ Urban,10.0,3,1,30,4,0.699
5127,0,No,Minivan,No,Highly Rural/ Rural,1.0,0,11,23,0,1.0
5128,0,Yes,Van,No,Highly Urban/ Urban,15.0,0,6,28,0,1.0
5129,0,Yes,Panel Truck,No,Highly Urban/ Urban,15.0,4,4,38,0,0.12
5130,0,No,SUV,No,Highly Urban/ Urban,8.0,4,3,32,0,1.0
5131,0,No,Van,No,Highly Urban/ Urban,15.0,0,1,47,0,1.0
5132,0,Yes,SUV,No,Highly Rural/ Rural,1.0,1,1,22,0,0.936
5133,0,No,SUV,No,Highly Urban/ Urban,13.0,4,1,5,0,1.0
5134,1,Yes,Minivan,No,Highly Urban/ Urban,1.0,5,4,61,3,0.087
5135,0,Yes,Pickup,No,Highly Rural/ Rural,17.0,0,6,43,0,0.36
5136,0,Yes,SUV,No,Highly Rural/ Rural,1.0,0,10,41,0,1.0
5137,1,No,SUV,No,Highly Urban/ Urban,6.0,0,10,31,3,0.987
5138,0,Yes,SUV,Yes,Highly Rural/ Rural,5.0,0,5,63,0,1.0
5139,1,No,SUV,Yes,Highly Urban/ Urban,13.0,6,6,38,2,0.411
5140,0,Yes,SUV,Yes,Highly Urban/ Urban,5.0,3,4,14,0,1.0
5141,0,Yes,SUV,No,Highly Urban/ Urban,9.0,7,10,29,0,1.0
5142,1,Yes,SUV,Yes,Highly Urban/ Urban,14.0,0,1,28,2,0.978
5143,0,Yes,Sports Car,No,Highly Urban/ Urban,1.0,4,1,43,0,1.0
5144,0,No,SUV,Yes,Highly Urban/ Urban,11.0,0,1,37,0,0.696
5145,1,Yes,SUV,No,Highly Urban/ Urban,15.0,0,1,44,5,1.0
5146,1,Yes,Van,No,Highly Urban/ Urban,8.0,4,1,19,2,0.627
5147,0,Yes,SUV,No,Highly Urban/ Urban,6.0,0,4,5,0,1.0
5148,0,Yes,Minivan,Yes,Highly Urban/ Urban,5.0,4,11,38,0,0.528
5149,0,Yes,Pickup,No,Highly Rural/ Rural,5.0,0,6,44,0,1.0
5150,1,No,Pickup,No,Highly Urban/ Urban,15.0,0,1,36,2,0.237
5151,1,No,SUV,No,Highly Urban/ Urban,19.0,2,10,46,3,1.0
5152,0,No,Minivan,No,Highly Urban/ Urban,10.0,1,3,50,0,1.0
5153,1,No,Sports Car,No,Highly Urban/ Urban,14.0,6,11,14,2,1.0
5154,0,Yes,Pickup,No,Highly Urban/ Urban,1.0,0,1,35,0,1.0
5155,0,Yes,Van,Yes,Highly Urban/ Urban,7.0,4,1,5,0,1.0
5156,0,No,Minivan,No,Highly Rural/ Rural,8.0,1,1,48,0,1.0
5157,0,No,SUV,No,Highly Urban/ Urban,16.0,0,3,79,1,1.0
5158,0,Yes,Minivan,No,Highly Urban/ Urban,1.0,3,1,30,0,1.0
5159,0,Yes,SUV,No,Highly Urban/ Urban,6.0,0,6,24,0,0.573
5160,0,No,SUV,No,Highly Urban/ Urban,1.0,0,10,31,0,1.0
5161,0,Yes,Pickup,No,Highly Urban/ Urban,13.0,1,4,34,0,1.0
5162,0,Yes,SUV,No,Highly Urban/ Urban,1.0,8,8,10,0,1.0
5163,0,No,Minivan,Yes,Highly Urban/ Urban,23.0,0,1,29,0,1.0
5164,0,No,Minivan,No,Highly Rural/ Rural,11.0,0,1,13,0,1.0
5165,0,Yes,SUV,No,Highly Urban/ Urban,8.0,0,1,6,0,1.0
5166,0,Yes,SUV,No,Highly Rural/ Rural,11.0,0,1,41,0,1.0
5167,1,Yes,SUV,Yes,Highly Urban/ Urban,7.0,3,1,61,3,1.0
5168,0,No,Sports Car,No,Highly Urban/ Urban,16.0,2,1,37,0,1.0
5169,1,No,Sports Car,No,Highly Rural/ Rural,1.0,4,4,50,2,0.069
5170,0,No,SUV,No,Highly Urban/ Urban,12.0,2,6,23,0,1.0
5171,1,No,Minivan,Yes,Highly Urban/ Urban,1.0,2,4,29,2,0.906
5172,0,Yes,SUV,No,Highly Urban/ Urban,7.0,1,4,19,0,0.009
5173,0,Yes,Minivan,No,Highly Urban/ Urban,11.0,0,1,21,0,1.0
5174,0,Yes,SUV,No,Highly Urban/ Urban,7.0,0,1,52,0,1.0
5175,0,No,Minivan,No,Highly Rural/ Rural,1.0,0,1,28,0,1.0
5176,0,Yes,Panel Truck,No,Highly Urban/ Urban,10.0,0,10,37,0,1.0
5177,0,Yes,Minivan,No,Highly Urban/ Urban,10.0,4,4,26,0,1.0
5178,1,Yes,Minivan,Yes,Highly Urban/ Urban,5.0,6,6,24,4,1.0
5179,0,Yes,Minivan,Yes,Highly Urban/ Urban,17.0,3,6,53,0,0.633
5180,0,No,Minivan,No,Highly Urban/ Urban,9.0,0,6,42,0,1.0
5181,0,No,Minivan,No,Highly Rural/ Rural,1.0,0,14,82,0,1.0
5182,0,Yes,Minivan,No,Highly Urban/ Urban,6.0,4,7,52,0,1.0
5183,1,Yes,Van,No,Highly Urban/ Urban,1.0,0,3,44,2,1.0
5184,0,Yes,Minivan,No,Highly Urban/ Urban,1.0,0,6,22,0,1.0
5185,1,Yes,SUV,No,Highly Urban/ Urban,1.0,0,4,36,5,0.258
5186,0,No,Minivan,No,Highly Rural/ Rural,10.0,6,9,25,0,1.0
5187,0,No,Sports Car,No,Highly Rural/ Rural,1.0,1,6,22,0,1.0
5188,1,No,Sports Car,No,Highly Urban/ Urban,11.0,5,1,39,5,1.0
5189,0,No,Minivan,No,Highly Urban/ Urban,1.0,3,3,36,0,1.0
5190,0,No,Pickup,No,Highly Urban/ Urban,13.0,0,6,8,0,0.672
5191,0,No,Minivan,No,Highly Urban/ Urban,15.0,0,17,27,0,1.0
5192,0,Yes,Panel Truck,No,Highly Urban/ Urban,10.0,0,4,5,0,1.0
5193,0,Yes,Panel Truck,No,Highly Urban/ Urban,3.0,4,6,46,0,1.0
5194,0,Yes,SUV,No,Highly Urban/ Urban,6.0,2,1,26,0,1.0
5195,0,Yes,Panel Truck,No,Highly Urban/ Urban,10.0,4,2,12,0,0.63
5196,0,Yes,Minivan,No,Highly Urban/ Urban,5.0,6,5,44,0,1.0
5197,1,No,Van,No,Highly Urban/ Urban,1.0,1,6,24,3,1.0
5198,0,Yes,Minivan,No,Highly Urban/ Urban,1.0,0,10,44,0,0.636
5199,1,No,Pickup,No,Highly Urban/ Urban,6.0,1,4,17,4,1.0
5200,0,No,Van,No,Highly Urban/ Urban,10.0,6,6,28,0,1.0
5201,1,Yes,SUV,Yes,Highly Urban/ Urban,5.0,7,3,15,3,0.258
5202,0,No,Minivan,No,Highly Urban/ Urban,13.0,1,6,18,0,1.0
5203,0,Yes,Pickup,No,Highly Rural/ Rural,7.0,4,6,20,0,1.0
5204,1,Yes,Panel Truck,No,Highly Urban/ Urban,1.0,2,17,35,4,1.0
5205,0,Yes,Pickup,No,Highly Urban/ Urban,16.0,0,3,41,0,1.0
5206,0,Yes,Minivan,No,Highly Urban/ Urban,8.0,0,1,5,0,1.0
5207,1,No,Pickup,No,Highly Rural/ Rural,9.0,0,1,44,3,0.198
5208,1,Yes,SUV,No,Highly Urban/ Urban,1.0,0,4,30,4,1.0
5209,0,Yes,Pickup,No,Highly Urban/ Urban,6.0,0,10,10,0,1.0
5210,0,Yes,Minivan,No,Highly Rural/ Rural,7.0,0,6,40,0,1.0
5211,0,Yes,Minivan,No,Highly Urban/ Urban,19.0,0,6,14,0,1.0
5212,1,Yes,Pickup,Yes,Highly Urban/ Urban,1.0,0,13,45,2,1.0
5214,1,Yes,Sports Car,No,Highly Urban/ Urban,1.0,2,4,37,2,0.507
5215,0,Yes,SUV,No,Highly Urban/ Urban,19.0,1,11,24,0,0.972
5216,0,No,Panel Truck,No,Highly Urban/ Urban,16.0,1,1,48,0,0.783
5217,0,Yes,Minivan,No,Highly Urban/ Urban,1.0,0,1,40,0,1.0
5218,0,Yes,Pickup,No,Highly Urban/ Urban,1.0,4,4,33,0,1.0
5219,0,Yes,Sports Car,No,Highly Urban/ Urban,11.0,2,1,20,0,1.0
5220,0,No,Van,No,Highly Urban/ Urban,14.0,0,7,39,0,1.0
5221,0,No,Pickup,No,Highly Urban/ Urban,10.0,0,1,30,0,1.0
5222,0,Yes,Minivan,No,Highly Urban/ Urban,4.0,0,4,24,0,1.0
5223,0,No,SUV,Yes,Highly Rural/ Rural,1.0,2,1,47,0,1.0
5224,1,No,SUV,No,Highly Urban/ Urban,9.0,4,1,23,4,0.798
5225,0,Yes,SUV,No,Highly Urban/ Urban,12.0,0,1,18,0,1.0
5226,1,Yes,SUV,No,Highly Urban/ Urban,12.0,0,4,5,4,1.0
5227,0,Yes,SUV,No,Highly Rural/ Rural,1.0,3,10,43,0,1.0
5228,0,No,Minivan,No,Highly Urban/ Urban,15.0,4,4,21,0,1.0
5229,0,Yes,Sports Car,No,Highly Urban/ Urban,1.0,0,6,36,0,1.0
5230,0,Yes,Minivan,No,Highly Urban/ Urban,10.0,0,10,35,0,1.0
5231,0,Yes,Minivan,No,Highly Rural/ Rural,15.0,0,7,54,0,1.0
5232,0,Yes,SUV,No,Highly Urban/ Urban,8.0,0,10,32,0,0.171
5233,0,Yes,Minivan,No,Highly Rural/ Rural,9.0,0,11,41,0,1.0
5234,1,No,Van,No,Highly Urban/ Urban,15.0,2,4,46,4,0.255
5235,0,Yes,Sports Car,No,Highly Urban/ Urban,11.0,3,1,5,0,1.0
5236,0,No,SUV,No,Highly Urban/ Urban,11.0,0,5,41,0,1.0
5237,1,No,SUV,No,Highly Urban/ Urban,8.0,0,4,49,4,0.408
5240,1,No,SUV,No,Highly Urban/ Urban,12.0,5,11,35,4,0.192
5241,0,Yes,Pickup,No,Highly Urban/ Urban,1.0,1,1,48,0,1.0
5242,1,Yes,Panel Truck,Yes,Highly Rural/ Rural,1.0,5,6,19,2,0.093
5243,0,No,Minivan,No,Highly Urban/ Urban,5.0,1,1,29,0,0.339
5244,0,No,SUV,No,Highly Urban/ Urban,17.0,1,1,27,0,1.0
5245,0,No,Pickup,Yes,Highly Rural/ Rural,1.0,7,1,59,0,1.0
5246,1,No,Panel Truck,Yes,Highly Urban/ Urban,7.0,0,6,25,1,0.975
5247,0,No,Van,No,Highly Urban/ Urban,1.0,4,1,25,0,1.0
5248,0,Yes,SUV,No,Highly Urban/ Urban,1.0,1,4,41,0,0.237
5249,0,Yes,Minivan,No,Highly Urban/ Urban,13.0,4,3,38,0,1.0
5250,1,Yes,Pickup,No,Highly Urban/ Urban,9.0,0,10,35,3,1.0
5251,1,No,Pickup,No,Highly Urban/ Urban,11.0,4,6,36,2,1.0
5252,0,Yes,Pickup,No,Highly Rural/ Rural,1.0,0,1,5,0,0.855
5253,0,Yes,Minivan,No,Highly Urban/ Urban,15.0,1,1,19,0,1.0
5254,0,Yes,Sports Car,No,Highly Urban/ Urban,22.0,0,1,28,0,1.0
5256,0,No,SUV,No,Highly Rural/ Rural,8.0,0,4,18,0,1.0
5257,0,Yes,Panel Truck,No,Highly Urban/ Urban,5.0,2,13,41,0,1.0
5258,0,Yes,Panel Truck,No,Highly Urban/ Urban,13.0,0,14,5,0,1.0
5259,0,No,SUV,No,Highly Urban/ Urban,5.0,1,7,25,0,1.0
5260,0,Yes,Minivan,No,Highly Urban/ Urban,11.0,0,6,35,0,1.0
5261,0,Yes,Minivan,No,Highly Urban/ Urban,19.0,0,6,22,0,1.0
5262,0,Yes,SUV,No,Highly Urban/ Urban,8.0,0,11,31,0,1.0
5263,0,No,Sports Car,No,Highly Rural/ Rural,1.0,0,4,18,0,1.0
5264,1,No,Sports Car,No,Highly Urban/ Urban,1.0,0,5,38,2,1.0
5266,1,No,Panel Truck,No,Highly Urban/ Urban,11.0,0,1,40,1,0.642
5267,1,Yes,Minivan,No,Highly Urban/ Urban,1.0,2,1,5,4,0.87
5268,0,Yes,Van,No,Highly Urban/ Urban,8.0,0,7,39,0,1.0
5269,1,Yes,Panel Truck,No,Highly Urban/ Urban,15.0,0,6,31,4,1.0
5270,0,No,Sports Car,No,Highly Rural/ Rural,11.0,1,16,43,0,1.0
5271,0,Yes,Minivan,No,Highly Urban/ Urban,13.0,5,4,33,0,0.687
5272,0,Yes,Sports Car,No,Highly Rural/ Rural,1.0,0,4,19,0,1.0
5273,0,No,SUV,No,Highly Urban/ Urban,14.0,3,10,47,0,0.423
5274,0,No,Van,No,Highly Urban/ Urban,9.0,4,5,43,0,1.0
5275,1,No,Pickup,Yes,Highly Urban/ Urban,1.0,1,1,52,5,1.0
5276,0,Yes,Minivan,No,Highly Urban/ Urban,10.0,1,3,44,0,1.0
5277,0,Yes,Van,No,Highly Urban/ Urban,22.0,0,6,29,0,1.0
5278,0,Yes,SUV,No,Highly Rural/ Rural,10.0,0,4,55,0,1.0
5279,0,No,Pickup,No,Highly Urban/ Urban,1.0,0,4,36,0,1.0
5280,1,No,SUV,No,Highly Urban/ Urban,3.0,5,4,60,3,1.0
5281,0,No,Minivan,No,Highly Urban/ Urban,13.0,0,3,53,0,1.0
5282,0,Yes,Minivan,No,Highly Urban/ Urban,1.0,6,1,12,0,0.627
5283,0,No,Minivan,No,Highly Urban/ Urban,5.0,0,6,34,0,1.0
5284,0,Yes,SUV,No,Highly Urban/ Urban,1.0,0,9,23,0,1.0
5285,0,Yes,SUV,No,Highly Rural/ Rural,1.0,0,1,46,0,1.0
5286,0,Yes,Pickup,No,Highly Urban/ Urban,1.0,0,5,73,0,1.0
5287,0,No,Panel Truck,No,Highly Urban/ Urban,10.0,5,1,43,0,1.0
5289,0,Yes,Minivan,No,Highly Urban/ Urban,5.0,3,4,70,0,1.0
5290,0,Yes,SUV,No,Highly Urban/ Urban,14.0,0,6,47,0,1.0
5292,1,Yes,Van,No,Highly Urban/ Urban,18.0,0,3,47,4,1.0
5293,0,No,SUV,No,Highly Urban/ Urban,6.0,0,1,17,0,0.795
5294,0,Yes,Minivan,No,Highly Urban/ Urban,9.0,5,6,29,0,0.561
5295,0,Yes,Sports Car,No,Highly Urban/ Urban,1.0,0,1,11,0,1.0
5296,1,No,Pickup,Yes,Highly Urban/ Urban,1.0,5,1,48,2,1.0
5297,0,Yes,Pickup,Yes,Highly Urban/ Urban,8.0,0,4,48,0,0.21
5298,0,No,SUV,No,Highly Rural/ Rural,1.0,0,1,52,0,1.0
5299,0,Yes,Pickup,No,Highly Urban/ Urban,13.0,1,10,55,0,1.0
5301,0,Yes,Sports Car,No,Highly Urban/ Urban,19.0,1,1,11,0,0.471
5303,1,No,Van,No,Highly Urban/ Urban,17.0,4,13,24,2,0.927
5304,1,Yes,Van,Yes,Highly Urban/ Urban,1.0,3,1,32,5,1.0
5305,1,Yes,Pickup,No,Highly Urban/ Urban,13.0,3,10,47,3,0.81
5306,0,No,Minivan,Yes,Highly Urban/ Urban,10.0,5,4,36,0,1.0
5307,0,Yes,Van,No,Highly Rural/ Rural,11.0,0,12,37,0,1.0
5308,0,No,SUV,No,Highly Urban/ Urban,9.0,4,10,30,0,0.942
5309,1,Yes,Minivan,No,Highly Urban/ Urban,1.0,2,7,20,4,1.0
5310,0,No,Van,No,Highly Urban/ Urban,1.0,7,7,29,0,1.0
5311,0,No,SUV,Yes,Highly Urban/ Urban,5.0,0,7,12,0,1.0
5312,0,No,Pickup,No,Highly Rural/ Rural,9.0,0,6,36,0,1.0
5313,0,Yes,Pickup,Yes,Highly Urban/ Urban,9.0,1,1,17,0,1.0
5314,0,Yes,Van,Yes,Highly Urban/ Urban,10.0,2,3,65,0,1.0
5315,0,No,Minivan,Yes,Highly Urban/ Urban,15.0,1,6,23,0,1.0
5316,0,Yes,Minivan,No,Highly Rural/ Rural,6.0,2,4,74,0,1.0
5317,1,Yes,Pickup,Yes,Highly Urban/ Urban,6.0,2,3,52,4,1.0
5318,1,No,Minivan,No,Highly Urban/ Urban,17.0,3,1,39,2,0.528
5319,0,Yes,Minivan,No,Highly Urban/ Urban,23.0,4,10,42,0,1.0
5320,0,No,SUV,No,Highly Urban/ Urban,19.0,2,6,28,0,1.0
5321,1,No,Minivan,No,Highly Urban/ Urban,14.0,2,3,54,6,0.36
5322,0,Yes,SUV,No,Highly Urban/ Urban,1.0,3,7,33,0,1.0
5323,0,No,SUV,No,Highly Urban/ Urban,12.0,0,4,37,0,1.0
5324,0,Yes,Minivan,No,Highly Rural/ Rural,17.0,2,1,22,0,1.0
5325,0,No,Van,No,Highly Urban/ Urban,12.0,0,1,28,0,1.0
5326,0,Yes,Minivan,No,Highly Urban/ Urban,15.0,0,1,30,0,1.0
5327,0,Yes,Van,No,Highly Rural/ Rural,9.0,0,1,85,0,1.0
5328,0,Yes,Sports Car,No,Highly Rural/ Rural,20.0,2,1,50,0,1.0
5329,0,Yes,Minivan,No,Highly Urban/ Urban,10.0,5,1,48,0,1.0
5330,0,Yes,Van,No,Highly Urban/ Urban,15.0,4,1,64,0,1.0
5331,0,Yes,Minivan,Yes,Highly Urban/ Urban,12.0,2,9,26,0,1.0
5332,0,Yes,Panel Truck,No,Highly Urban/ Urban,8.0,0,6,47,0,1.0
5333,1,Yes,Minivan,No,Highly Urban/ Urban,8.0,1,5,31,1,0.759
5334,1,No,Pickup,No,Highly Urban/ Urban,7.0,7,1,40,6,1.0
5335,0,No,Panel Truck,No,Highly Urban/ Urban,17.0,2,7,19,0,1.0
5336,1,No,SUV,Yes,Highly Urban/ Urban,12.0,5,6,6,4,0.702
5337,0,Yes,SUV,No,Highly Urban/ Urban,6.0,4,1,27,0,1.0
5338,0,Yes,Pickup,No,Highly Urban/ Urban,9.0,2,9,45,0,1.0
5339,1,No,Sports Car,Yes,Highly Urban/ Urban,10.0,3,4,28,3,0.714
5340,0,Yes,SUV,Yes,Highly Rural/ Rural,6.0,4,6,38,0,0.57
5341,0,No,Van,Yes,Highly Urban/ Urban,13.0,3,6,22,0,1.0
5342,0,Yes,Sports Car,No,Highly Urban/ Urban,1.0,0,6,49,0,1.0
5343,0,Yes,Pickup,Yes,Highly Rural/ Rural,1.0,2,4,33,0,1.0
5344,0,Yes,Pickup,No,Highly Urban/ Urban,1.0,1,14,26,0,1.0
5346,0,Yes,SUV,No,Highly Urban/ Urban,8.0,1,10,8,0,1.0
5347,0,No,Minivan,No,Highly Urban/ Urban,1.0,0,1,37,0,0.42
5348,0,Yes,SUV,No,Highly Urban/ Urban,1.0,1,4,5,0,1.0
5349,1,No,SUV,No,Highly Urban/ Urban,6.0,7,1,38,3,0.153
5350,0,No,Minivan,Yes,Highly Urban/ Urban,8.0,4,1,6,1,1.0
5351,0,Yes,Minivan,No,Highly Urban/ Urban,7.0,0,4,26,0,1.0
5352,0,Yes,SUV,No,Highly Rural/ Rural,4.0,0,1,50,0,1.0
5353,0,No,SUV,No,Highly Urban/ Urban,9.0,5,5,19,0,1.0
5354,0,Yes,Pickup,No,Highly Urban/ Urban,15.0,0,11,7,0,1.0
5355,0,No,Van,No,Highly Urban/ Urban,4.0,1,1,33,0,1.0
5356,0,Yes,Minivan,No,Highly Rural/ Rural,1.0,0,6,66,0,1.0
5358,1,Yes,Pickup,No,Highly Urban/ Urban,1.0,1,1,42,4,0.753
5359,0,Yes,Minivan,No,Highly Urban/ Urban,17.0,0,6,24,0,1.0
5360,1,Yes,Minivan,Yes,Highly Urban/ Urban,8.0,6,4,48,4,0.579
5361,0,No,Sports Car,No,Highly Urban/ Urban,17.0,4,1,28,0,0.093
5362,0,Yes,Pickup,No,Highly Rural/ Rural,1.0,1,6,5,0,1.0
5363,0,Yes,Minivan,No,Highly Urban/ Urban,5.0,0,13,31,0,1.0
5364,0,Yes,SUV,No,Highly Urban/ Urban,9.0,1,10,6,0,0.6
5365,0,No,Minivan,No,Highly Urban/ Urban,13.0,0,11,33,0,1.0
5366,0,Yes,Sports Car,Yes,Highly Urban/ Urban,1.0,2,3,9,0,1.0
5367,1,Yes,Sports Car,No,Highly Urban/ Urban,1.0,6,4,59,4,0.444
5368,0,No,Minivan,No,Highly Urban/ Urban,6.0,1,1,45,0,1.0
5369,0,No,SUV,Yes,Highly Urban/ Urban,4.0,0,1,62,0,1.0
5370,0,No,Minivan,No,Highly Rural/ Rural,8.0,3,1,54,0,1.0
5371,1,No,Sports Car,No,Highly Urban/ Urban,10.0,11,3,34,1,0.846
5372,0,No,SUV,Yes,Highly Rural/ Rural,1.0,0,6,48,0,1.0
5373,1,No,Van,Yes,Highly Urban/ Urban,8.0,0,1,33,4,1.0
5374,0,No,Minivan,No,Highly Urban/ Urban,11.0,1,1,34,0,1.0
5375,0,Yes,Van,No,Highly Urban/ Urban,18.0,3,6,44,0,1.0
5376,0,No,Minivan,Yes,Highly Rural/ Rural,1.0,0,8,45,0,1.0
5377,0,Yes,Van,No,Highly Rural/ Rural,1.0,0,3,44,0,1.0
5378,0,Yes,SUV,No,Highly Urban/ Urban,13.0,1,9,61,0,1.0
5379,1,No,SUV,Yes,Highly Urban/ Urban,1.0,0,6,39,2,1.0
5380,0,Yes,Van,No,Highly Urban/ Urban,8.0,6,10,49,0,0.375
5381,0,No,Panel Truck,No,Highly Urban/ Urban,6.0,2,1,29,0,1.0
5382,0,Yes,Minivan,Yes,Highly Urban/ Urban,13.0,0,4,5,0,1.0
5383,0,No,SUV,No,Highly Urban/ Urban,13.0,1,1,34,0,1.0
5384,0,Yes,Pickup,No,Highly Urban/ Urban,5.0,0,6,52,0,1.0
5385,0,No,SUV,No,Highly Urban/ Urban,10.0,0,7,32,0,1.0
5386,0,No,Minivan,No,Highly Urban/ Urban,4.0,0,1,5,0,0.213
5387,0,Yes,Minivan,No,Highly Urban/ Urban,9.0,3,10,21,0,0.891
5388,0,No,SUV,No,Highly Urban/ Urban,15.0,2,7,24,0,0.351
5389,1,Yes,SUV,No,Highly Urban/ Urban,1.0,3,1,43,5,0.513
5390,1,No,Minivan,No,Highly Urban/ Urban,4.0,0,10,34,3,1.0
5391,0,Yes,Panel Truck,No,Highly Urban/ Urban,1.0,1,4,34,0,1.0
5392,0,Yes,Minivan,No,Highly Urban/ Urban,8.0,0,4,27,0,1.0
5393,0,No,Sports Car,No,Highly Rural/ Rural,1.0,3,3,41,0,1.0
5394,0,Yes,Van,No,Highly Urban/ Urban,14.0,1,9,15,0,1.0
5395,0,Yes,Sports Car,No,Highly Rural/ Rural,5.0,2,13,38,0,1.0
5396,0,No,Minivan,No,Highly Urban/ Urban,1.0,3,13,36,0,1.0
5397,1,No,Pickup,No,Highly Urban/ Urban,1.0,3,1,26,6,0.933
5398,0,Yes,Sports Car,No,Highly Urban/ Urban,11.0,0,6,30,0,1.0
5399,0,Yes,Panel Truck,No,Highly Urban/ Urban,6.0,0,1,48,0,0.09
5400,0,Yes,SUV,No,Highly Rural/ Rural,8.0,0,12,5,0,1.0
5401,0,No,SUV,No,Highly Urban/ Urban,13.0,0,10,32,0,1.0
5402,0,Yes,Minivan,No,Highly Rural/ Rural,7.0,0,8,44,0,1.0
5403,1,Yes,Panel Truck,No,Highly Urban/ Urban,1.0,0,1,30,2,1.0
5404,0,No,SUV,No,Highly Urban/ Urban,18.0,0,10,55,0,1.0
5405,0,Yes,SUV,No,Highly Urban/ Urban,13.0,0,15,35,0,1.0
5406,1,No,Minivan,No,Highly Urban/ Urban,1.0,4,6,50,3,1.0
5407,0,Yes,Van,No,Highly Urban/ Urban,5.0,1,1,33,0,1.0
5408,1,No,Minivan,No,Highly Urban/ Urban,9.0,0,7,27,2,1.0
5409,0,No,Van,No,Highly Urban/ Urban,12.0,4,6,15,0,1.0
5411,1,Yes,SUV,No,Highly Urban/ Urban,10.0,0,1,40,3,0.846
5412,0,Yes,Minivan,No,Highly Urban/ Urban,12.0,1,6,34,0,0.327
5413,0,No,Van,No,Highly Urban/ Urban,14.0,0,6,32,0,1.0
5414,0,Yes,Panel Truck,Yes,Highly Urban/ Urban,11.0,5,1,31,0,1.0
5415,0,No,SUV,No,Highly Urban/ Urban,15.0,0,7,26,0,1.0
5416,0,Yes,Pickup,No,Highly Rural/ Rural,5.0,3,1,37,0,0.672
5417,0,Yes,Minivan,No,Highly Urban/ Urban,1.0,2,6,48,0,1.0
5418,0,No,SUV,No,Highly Rural/ Rural,4.0,3,4,11,0,1.0
5419,0,Yes,Minivan,No,Highly Urban/ Urban,1.0,1,4,43,0,1.0
5420,0,Yes,SUV,No,Highly Urban/ Urban,12.0,1,5,52,0,1.0
5421,0,Yes,Sports Car,No,Highly Urban/ Urban,13.0,1,6,40,0,1.0
5422,0,Yes,Minivan,No,Highly Urban/ Urban,7.0,0,1,19,0,1.0
5423,1,Yes,Pickup,No,Highly Urban/ Urban,7.0,5,1,22,3,0.963
5424,0,Yes,SUV,No,Highly Urban/ Urban,10.0,6,13,52,1,1.0
5426,1,No,Van,No,Highly Urban/ Urban,16.0,6,1,26,3,1.0
5427,0,Yes,Sports Car,No,Highly Urban/ Urban,9.0,0,5,45,0,1.0
